Category,Listing Name,Descript
hotels,Operation Manager (Orchard),"['Global Inno Food Pte Ltd', 'Job Description', 'Food & Beverage Operations Manager, who leads crew team to ensure operational efficiency and that service delivery targets are achieved.', 'Responsible for overall operation for food stalls, manpower recruitment and deployment, purchase food and stock, and make sure everyone is trained on proper food preparation, kitchen safety techniques and understand health standards.', 'Make sure that company and brand are represented correctly and that the standards are upheld.', 'Required to work on weekends and during public holidays.']"
hotels,F&B Supervisor (Bistro),"['Job Responsibilities:', '- Ensure Front of house operations service standards are consistently maintained at high standards', '- Manage Operations', '- Administrative duties (including responding to guests reservations)', ""- Ensure Back of house and front of house team complies with company's policies and procedures."", '- Recommend and suggest specialties to guests, upsell whenever possible.', '- Ensure staff scheduling is adequate for daily operations, events and special functions', '- Lead your own team of service staff', '- Understand company culture\xa0', 'Job Requirements:', '- Have Interest in wine & service', '- Have minimum 2 years experience in F&B/ Hospitality', '- Proactive and enjoy interactions with customers', '- Have strong leadership, organization and communication skills', '- Attention to detail and able to work well in a team', 'Benefits:', '- Attractive remuneration', '- Annual Leaves and other types of leaves', '- Medical Benefits']"
hotels,Assistant Zone Manager,"['Chang Cheng Food Paradise Pte Ltd', 'Job Qualification:', 'Must have at least 3 years F&B experience as Team Lead or Supervisory level', 'Must be IT savvy', 'Must work on weekends and public holidays', 'Must work on shift work', 'Job Description:', 'Oversee the entire operations of the food court and ensuring the profitability', 'Responsible for marketing of food stalls to tenants and ensuring food stall’s prompt collection of rental from tenants', 'To achieve monthly sales target and monitor sales', 'Oversee maintenance and minor renovation for respective stalls', 'Assist in marketing of food stalls to tenants', 'Responsible for staff management and staff recruitment', 'Lead and motivate staff in achieving sales targets and customer satisfaction', 'Evaluate the operations and procedures and suggest improvement', 'Handle issues pertaining to NEA, Town Council and Licensing', 'Respond proactively to resolve all customer service situations and identify lapse of stall’s services']"
hotels,STORE MANAGER,"['Responsibilities', 'manage store operations', 'lead and supervise a team of Assistant Managers, Supervisors and Crew', 'ensure that the store has adequate manpower for daily operations through effective and efficient roster planning and manpower deployment', 'maintain guidelines of food preparation to ensure that desired quality and standards are achieved', 'coach staff in providing excellent service experience to all customers', 'handle all customer queries and feedback in a professional and timely manner', 'ensure compliance to food safety, hygiene and sanitation standards according to statutory guidelines', 'ensure that policies and standard operating procedures are strictly adhered to', 'handle selection and recruitment of staff', 'monitor work performance of all staff and enforce discipline when necessary', 'ensure on-the-job training is conducted for all staff', 'check on supplier operations and provide feedback to the Supply Chain Department if necessary', 'Requirements', ""GCE 'O' level"", 'at least five years of relevant working experience in the food and beverage industry (experience in Japanese cuisine will be an added advantage)', 'a natural leader, highly communicative to lead and motivate staff', 'quality-driven with good understanding of local food and beverage trends', 'trained eye for detail and customer-centric', 'ability to work in a fast-paced environment', 'Work location/environment', 'stores located islandwide', '5.5 days per week (able to work on weekends and public holidays)']"
hotels,Concierge Officer,"['A high-end developer of modern upmarket residential properties in choice locations that cater to discerning individuals with refined tastes and high expectations.', 'We are looking for dedicated people with drive, initiative and enthusiasm to join us as Concierge Officer.', '\xa0', 'The Job:', 'Perform all duties of a concierge\xa0cum doorman at a luxury development.', 'Ensure that services provided are of the highest quality.', 'Provide a\xa0friendly and pleasant experience for the residents, their guests and all visitors to the development.', 'Requirements:', 'At least 5 years relevant\xa0working experience\xa0in the service industry.', 'Have a friendly and pleasant personality and possess good customer relations skills.', 'Have excellent personal grooming and presentation standards.', 'Able to perform 6-day work week with 8 hours job rotating shifts (day shift only)', 'Interested applicants, please email your detailed resume indicating your current and expected salaries and your earliest availability.\xa0 We regret that only shortlisted candidates will be notified.']"
hotels,Restaurant Supervisor,"['Deli In The Park (DITP) is a hospitality company whose concepts intertwine nature with the modern urban lifestyle. Our journey began in 2007 with the launch of Canopy which featured the first green roof for restaurants in Singapore. Since then, our concepts have been featured in numerous national publications, lifestyle magazines and food blogs. Hospitality is at the core of what we do and we strive to create experiences that last a lifetime.', 'Our Concepts:', '• Canopy', '• ToriYard', 'DITP is seeking passionate individuals who are in the Food & Beverage sector and are excited about creating great experiences for our customers to join our growing team!', 'Responsibilities:', '• Assist the Restaurant Manager/Assistant Manager in the daily operations of the outlet', '• Ensure guests’ needs are being taken care of', '• Take charge of a group for restaurant crew', '• Ensure the tables are prepared for the start of operations', '• Take orders, make recommendations and highlight specials', '• Clean tables and ensure tables were ready for the next round of customers', '• Maintain overall restaurant cleanliness both indoors and outdoors', '• Perform ad-hoc duties as assigned by the manager', 'Requirements:', '• Minimum 1-2 years of relevant work experience', '• A high standard of personal hygiene', '• A strong desire to ensure great experiences for guests', '• Ideally someone with experience in Western/Japanese Dining Restaurant and Wine/Sake Menu', ""• Able to commit to restaurant's peak period including weekends, eve of and public holidays"", '• Hygiene certificate would be advantageous']"
hotels,Senior Restaurant Manager I Outram,"['Jun Restaurant Pte. Ltd.', 'Job Qualifications:', 'Min Diploma or equivalent to at least 4 years of relevant experience', 'Strong communication, interpersonal and management skills', 'Passionate in providing excellent management and interpersonal skills', 'Able to work independently and in a team', 'Job Responsibilities:', 'Assisting Operations Manager to work with chefs and other personnel to plan menus that are flavorful and popular with customers.', 'Work with chefs for efficient provisioning and purchasing of supplies.', 'Estimate food and beverage costs.', 'Supervise portion control and quantities of preparation to minimize waste.', 'Perform frequent checks to ensure consistent high quality of preparation and service.', 'To hit all financial targets', 'To lead the team on each shift and ensure the company service standards are upheld', 'Assisting Operations Manager to work with other management personnel to plan marketing, advertising, and any special restaurant functions.', 'Direct hiring, training, and scheduling of food service personnel', 'Investigate and resolve complaints concerning food quality and service', 'Ensure proper working condition of all outlet equipment and prepare equipment defect checklist', 'Prepare checks that itemise and total meal costs using Point of Sales system', 'Ensure sucient stocks supplies in restaurant for smooth operation', 'Supervise the operations of at least two restaurants and above', 'Perform other duties as assigned by management']"
hotels,Management Trainee (Kallang),"['Fresh Bites Pte Ltd', 'Job Description:', 'Completing all assigned tasks and assisting with day-to-day operations.', 'Participating in meetings, workshops, and other learning opportunities.', 'Observing and learning from experienced staff members.', 'Gaining knowledge of company policies, protocols, and processes.', 'Taking detailed notes and liaising with Managers, Supervisors, and other senior staff.', 'Fulfilling any requirements and meeting goals set out at the start of the traineeship.', 'Following all company regulations, and health and safety codes.', 'Preparing documents and updating records.', 'Learning about conflict resolution and sitting in on disciplinary hearings.', 'Traveling to different offices and participating in daily operations as required.']"
hotels,Head Sommelier,"['ABOUT FAIRMONT SINGAPORE AND SWISSÔTEL THE STAMFORD', 'Ranked 7th in Top 10 most attractive employers in Singapore – Randstad Employer Brand Research 2018', 'Come and join our team at RC Hotels! An exciting and fulfilling career awaits!', 'We are searching for a diverse group of passionate individuals to work in our two NEWLY REFURBISHED hotels. Seated conveniently right above City Hall MRT station, we are located within Raffles City Shopping Centre. It is never a dull day within the hotel complex which consists of 13 Food and Beverage establishments, one of Asia’s largest and award-winning Willow Stream Spa and the cutting edge event and function space, Raffles City Convention Centre.', 'We believe the finest hospitality experience begins with our colleagues. It is our mission to provide everyone with equal opportunities for growth and success.', 'Hand in hand with our global team, we strive to provide a safe and dynamic working environment for all.', 'Be a part of something big, we will love to hear from you!', 'Head Sommelier', 'Summary of Responsibilities:', 'The main responsibilities and tasks of this position are as listed below, but not limited to these:', 'Work with Chef and Outlet Manager on menu promotion and wine pairing selection', 'Work with suppliers and F&B promotion/Purchasing department to obtain best price products and introduce right wines to suit outlets need or promotion base on guest feedback or menu offering', 'Check wine storage areas for proper supplies, organization and cleanliness. Rectify any cleanliness/organization deficiencies', 'Maintain par levels for wine stock, supplies and equipment. Complete requisitions to replenish shortages or additional items needed for the anticipated business', 'Review sales of previous day and conduct requisition of items required for business', 'Ensure wine orders are received correctly, properly stored/recorded and kept secured', 'Ensure that the wine lists are updated, available and in good condition for each meal period', 'Recommend suitable wine for guests to enhance their dining experience and ensure the compliance of LQA standards and delivery of Service Promise', 'Assist in control measures on wine cost for the outlet and to be in line of budget', 'Maintain and check the outlet’s/heart of the house’s cleanliness and comply with the F&B sanitation and hygiene rules and regulations', 'Qualifications:', 'Minimum WSET Level 2 and above', 'At least Diploma in Hospitality Management', 'Good interpersonal skills with ability to communicate with guests', 'Service oriented with an eye for details', 'Good problem solving and decision making skills', 'Effective conflict management skills, respecting a diverse, multi-cultural environment', 'Able to work under pressure and independently', 'If you feel you are ready for your next professional challenge, apply on:', 'http://www.swissotel.com/EN/Careers/RECRUITMENT/join+us.htm', 'We regret to inform that only shortlisted candidates will be notified.']"
hotels,Hotel Services Executive,"['Reporting to the Hotel Services Manager, the Hotel Services Executive will be responsible for delivering a seamless and memorable stay experience for our guests.', 'ESSENTIAL DUTIES AND RESPONSIBILITIES', ' include the following. Other duties may be assigned.', '• Meet and greet guests upon their arrival at the hotel.', '• Assist with luggage requests.', '• Perform all check-in tasks effectively and efficiently.', '• Escort guests to room and introduce the amenities in the room.', '• Share and promote the facilities and services offered by the hotel.', '• Perform all check-out tasks effectively and ensure billing is accurate.', '• Run daily reports to identify any special requests and check reports, logs and contingency lists for follow-up and accuracy.', '• Follow up with daily pending task.', '• Take and manage reservations for walk-in guests and/or when reservation department is closed.', '• Interact with guests warmly and appropriately, making them feel welcomed and valued.', '• Be a lobby ambassador when front desk is not engaged.', '• Attend to guests’ queries, needs and other special requests professionally and promptly.', '• Take ownership of feedback received by guests and seek assistance from Duty Manager if necessary to ensure prompt follow-up with guests, ensuring their satisfaction.', '• Provide related concierge services (e.g. give recommendation on leisure activities, places to visit and transport/travel arrangements, etc.)', '• Coordinate with the other hotel departments to provide a seamless stay experience for guests.', '• Follow the hotel safety and security policies and procedures. Report accidents, injuries and incidents to manager immediately.', '• Write incident logs clearly and accurately.', '• Check and ensure all Front of House areas are clean and orderly at all times.', '• Ensure daily shift tasks are completed dutifully and smooth shift transition.', '• Serve as a role model and coach the HSOs in discharging their daily job tasks effectively and efficiently.', '• Act as Duty Manager when required.', '• Undertake ad-hoc special project assigned complete in a timely manner.', '• Cross train under housekeeping, such as to perform room cleaning and checking to ensure rooms are in tip top condition.', '• Perform any other duties and responsibilities that may be assigned.', 'EDUCATION and/or EXPERIENCE', 'GCE ‘O’ level / Certificate in Hospitality or Tourism / Diploma in Hospitality or equivalent with a minimum 2 years of hospitality experience.', 'SKILLS, ABILITIES & ATTRIBUTES', '• Passion to serve', '• Positive service mindset and willing to go the extra mile', '• Energetic and cheerful disposition', '• Enjoy interacting with people', '• Good communications and human relations skills', '• Good planning, organising and coordination skills', '• Ability to work independently and take initiative', '• Good grooming standards and personal presentation\xa0', '• Flexibility on working days and hours including weekends and public holidays']"
hotels,Restaurant Operation Manager I Outram,"['Jun Restaurant Pte. Ltd.', 'Job Qualifications:', 'Min Diploma or equivalent with at least 4 – 6 years of related experience', 'Strong communication, interpersonal and management skills', 'Energetic, positive minded individual· Able to work independently and in a team', 'Job Responsibilities:', 'Overall responsible for the administration and operations of the several restaurants outlets under one restaurant brand.', 'Work with chefs and other personnel to plan menus that are flavourful and popular with customers.', 'Work with chefs for efficient provisioning and purchasing of supplies.', 'Estimate food and beverage costs.', 'Supervise portion control and quantities of preparation to minimize waste.', 'Perform frequent checks to ensure consistent high quality of preparation and service.', 'Work with other management personnel to plan marketing, advertising, and any special restaurant functions.', 'Direct hiring, training, and scheduling of food service personnel.', 'He / she is to implement all standardized procedures, rules and regulations systematically in order to be in line with company standards and policies', 'Ensure proper working condition of all outlet equipment and prepare equipment defect list', 'Safe keeping of company properties', 'Ensure proper daily sales deposit', 'Ensure outlet cleanliness upkeep according to NEA requirement', 'Investigate and resolve complaints concerning food quality and service.', 'Prepare checks that itemise and total meal costs using Point of Sales system.', 'Perform other duties as assigned by management.']"
hotels,Area Manager (F&B),"['Responsibilities', 'Oversee and manage all outlets', ""Support and coach operations team to produce meet brand's standard, quality ,safety and sanitization standards and guidelines."", 'Work with Marketing team on customer service in service recovery and ensure prevention of future occurrence.', 'Manage Manhours to maximise sales potential, operational efficiency', 'Select, interview, hire and training of staffs', 'Conducting of Store Audit', 'Review and ensure outlets’ Month-end administration', 'Ad hoc duties assigned', 'Requirements', 'Candidate must possess at least 5 years of relevant experience.', 'Preferably Manager specialized in Food/Beverage/Restaurant Service or equivalent.', 'Interested applicants please kindly submit your resume to ', '[email\xa0protected]', ' or click Apply Now button.', 'We regret to inform that only successful applicants will be contacted. Thank you.', 'Wang Jianwei Xavier', 'Personal Reg No: R1433917', 'Manpower Staffing Services (S) Pte Ltd', 'EA License No: 02C3423']"
hotels,Restaurant Manager,"['Hello from Restaurant NAEUM,', 'We are a new tasting menu fine-dining restaurant in Telok Ayer. Our cuisine is contemporary Seoul cuisine and we look to open this 1 July.', 'Due to overwhelming reservations, we are currently looking for additional Front-of-House team members, below are the roles available:', '1. Supervisor (Full Time)', '2.Restaurant Manager (Full Time)', 'Requirements:', 'previous experience in fine-dining / hotels / casual-fine restaurants', 'basic wine knowledge WSET 2 or equivalent', 'MS Office (Word, Powerpoint, Excel) familiarity a must', 'We offer competitive salaries & medical benefits.', 'If you are interested to join our growing family, please upload your CV here.']"
hotels,Manager Bar & Restaurant,"['Miss Fitz Restaurants Pte Ltd', 'Job Description:', 'Set operating goals and objectives', 'Analyze budget variances and take corrective actions', 'Establish and implement financial controls', 'Implement and oversee cost cutting measures', 'Plan and monitor restaurant sales and revenue', 'Ensure cash management procedures are completed accurately', 'Analyze food and beverage costs and assign menu prices', 'Total restaurant receipts and reconcile with sales staffing and hr', 'Assess staffing requirements and recruit staff when needed along with training and coaching staff', 'Assess and implement standard operating procedures', 'Manage staff performance in accordance with established standards and procedures', 'Ensure staff know and adhere to established codes of practice', 'Organize staff schedules', 'Co-ordinate restaurant operations during each shift']"
hotels,Front Office Agent,"['We are looking to hire individuals with passion in service and hospitality to join us!', 'Responsibilities:', 'Be part of the guest service team to visualize, set service standards and expectations of unique guest experience', 'Perform all front desk duties including reservations, cashiering, check-in and check outs in a friendly and efficient manner', 'Maintain the hotel property management system and documentation efficiently\xa0', 'Ensure guests’ requests and queries are attended to promptly, politely and efficiently', 'Ensure a high level of customer service is consistently maintained and exceed guests’ expectations\xa0\xa0', '\xa0', 'Requirements:', 'Able to work shifts, weekends and public holiday', 'Team player and able to work independently', 'Able to multitask and thrive in a fast paced environment', 'Candidates with no experience are welcome to apply']"
hotels,Service Supervisor (F&B),"['Foodprints Investments Pte. Ltd.', 'Job Description:', 'Supervise & Manage the day to day operation of Food & Beverage Outlet i.e. coffee shop, food stall or canteen.', 'Responsible for opening & closing of POS (Point of Sales) System and summarize daily sales record, payouts, tally cash collection, etc.', 'Maintain outlet inventory and replenish when needed.', 'Coordinate with suppliers on orders and deliveries.', 'Scheduling of work shifts and daily manpower.', 'Support and Assist in operations which include but no limited to order taking, cashiering, food & drinks preparation and general shop housekeeping & washing.', 'Any other ad-hoc tasks assigned.', 'Customer service orientated.', 'Ensure high standard of personal hygiene and cleanliness at work station.', 'WSQ certification in F&B Operations/Safety & Hygiene is an advantage but not required.', 'On the job training will be provided.', 'Working environment can be hot and humid.', 'Ability to work on Day or Night Shift in accordance with allocated schedule.', '6 working days per week including Sunday.']"
hotels,Executive Trainee (F&B Industry),"['RESPONSIBILITIES:', 'Performs duties in several departments such as Operations and Marketing', 'Learns line and staff functions, operations, management viewpoints and company policies and practices that affect each phase of business', 'Identify and apply important strategies and business processes', 'Sets performance goals and objectives with upper management', 'Monitors performance progress with management and key trainers', 'Observes experienced workers to acquire knowledge of methods, procedures, and standards required for performance of departmental duties', 'The Executive Trainee will be given diverse and various operational and analytics responsibilities at one or more of the Company’s business units', 'REQUIREMENTS:', 'Preferably University Graduate in Finance/Hospitality', 'Less than 2 years work experience', 'Strong analytical skills', 'Strong leadership qualities', 'Excellent communication skills', 'Resourceful and driven', 'Flexibility to respond to a range of different work situations', 'Interested applicants may ', ""'APPLY NOW' "", 'with your updated resume.']"
hotels,Assistant Restaurant Manager (Outram),"['Jun Restaurant Pte. Ltd.', 'Job Qualifications:', 'Minimum Diploma or equivalent', 'And/or 2 years of relevant experience in the F&B Industry', 'Proficient in English and 1 other language', 'Willing to work rotating shifts', 'Willing to work on weekends and public holidays', 'Strong communication, interpersonal and management skills', 'Outgoing, Friendly, Pleasant, Energetic, Cheerful, and Hardworking', 'Work independently and in a team', 'Self-disciplined and self-motivated', 'Enjoys interacting with people and serving customers', 'Maintain high standards of personal hygiene with clean appearance and well-attired', 'Possess enthusiasm and keen to get feedback for improvement', 'Meticulous vision required for seating guests, expediting food, cleaning equipment, reading floor plans, charts and schedules', 'Job Responsibilities:', 'Business Management', 'Assist Operations Manager to work with chefs and other personnel to plan menus that are flavourful and popular with customers', 'Assist in ensuring smooth day-to-day operation of the restaurant', 'Work with other management personnel to plan advertising and marketing strategies and any special restaurant functions', 'Safe-keep of company properties', 'Achieve all financial targets', 'Assist in sending daily sales report', 'Prepare checks that itemise and total meal costs using Point of Sales system', 'Check sufficient stocks and supplies in restaurant for smooth operation', 'Manage and implement business continuity plans', 'Manage crisis situations and prepare incident reports', 'Participate in negotiations', 'Monitor income and expenses', 'Administer purchasing and receiving procedures', 'Provide information for management decision making', 'Facilitate compliance with legislative and regulatory requirements', 'Manage compliance with F&B hygiene policies and procedures', 'Identify and establish internal and external stakeholder relationships', 'Contribute to innovation process within own scope of work in the Business Unit', 'Foster service innovation', 'Solve problems and make objective decisions at managerial level', 'Leadership and People Management', 'Lead the team on each shift and delegate job responsibilities to staffs effectively', 'Ensure the company service standards are upheld', 'Plan direct hiring and training for staffs', 'Lead with service vision and foster service innovation', 'Manage cross functional and culturally diverse teams', 'Conduct orientation and training', 'Conduct staff performance assessment during year-end review', 'Provide ongoing feedback and guidance to staffs', 'Manage training and development of staffs', 'Develop self to maintain professional competence at managerial level', 'Food and Beverage Production and Service', 'Collaborates with chefs for efficient provisioning and purchasing of supplies', 'Estimate food and beverage costs', 'Supervise portion control and quantities of preparation to minimise waste', 'Perform frequent checks to ensure consistent high quality of preparation and service', 'Provide quality control for service', 'Manage site/outlet and equipment maintenance', 'Maintain Halal licensing requirements (depends on outlet)', 'Service Excellence', 'Investigate and resolve complaints concerning food quality and service', 'Enhance the customer experience and ensure customer satisfaction', 'Maintain service quality and professional etiquette', 'Analyse and aim to raise the bar for service quality', 'Workplace Safety and Health', 'Conduct food and beverage hygiene audit']"
hotels,Restaurant Manager / Assistant Manager,"['Job Qualifications:', 'Diploma or Degree holder in any discipline', 'At least 3-5 years of relevant working experience in F&B industry', 'Great passion for the service / retail industry', 'Willing to work on weekend, public holiday and overtime when it is required', 'Highly customer-oriented, motivated, meticulous and results oriented', 'Excellent interpersonal and communication skills', 'Ability to multi-task and work under pressure', 'Wine Knowledge', 'Job Responsibilities:', 'In-charge of day-to-day outlet operation', 'Coordinating and optimizing front- and back-of-house restaurant operations', 'Daily monitoring of Food & Beverage performance and assume responsibility for its achievement', 'Develop strategic planning and goals for business direction', 'Responsible for brand’s growth and marketing function for the brand', 'Promote brand awareness and increase business profitability', 'Oversee and support outlet operations in achieving monthly sales targets', 'Review efficiency in operations, stock management and sales productivity at the stores', 'Responsible for induction training and on the job training of new employees and also newly promoted staff']"
hotels,Restaurant Manager ( Outram ),"['Jun Restaurant Pte. Ltd.', 'Job Qualifications:', 'Minimum Diploma or equivalent', 'And/or 2 years of relevant experience in the F&B Industry', 'Communicate in English and 1 other language', 'Willing to rotate shifts', 'Willing to work on weekends and public holidays', 'Strong communication, interpersonal and management skills', 'Customer-driven and viligant', 'Passionate in providing excellent management', 'Diligent and dedicated to improve service quality and bring in more revenue for the business', 'Work independently and in a team', 'Possess enthusiasm and keen to get feedback for improvement', 'Open-minded to receive feedback and different ideas', 'Keen on details, organised and meticulous', 'Self-starter and possess a positive ‘can do’ attitude', 'Job Responsibilities:', 'Business Management', 'Participates and assist Operations Manager to work with chefs and other personnel to plan creative menus that are flavourful and popular with customers', 'Assist in ensuring smooth day-to-day operation of the restaurant', 'Assist Operations Manager to work with other management personnel to plan advertising and marketing strategies and any special restaurant functions', 'Safe-keep of company properties', 'Attain all financial targets', 'Manage and implement business continuity plans', 'Manage crisis situations and prepare incident reports', 'Participate in negotiations', 'Assist in sending daily sales report', 'Monitor income and expenses', 'Administer purchasing and receiving procedures', 'Implement loss/risk prevention', 'Provide information for management decision making', 'Facilitate compliance with legislative and regulatory requirements', 'Manage compliance with F&B hygiene policies and procedures', 'Identify and establish internal and external stakeholder relationships', 'Contribute to innovation process within own scope of work in the business unit', 'Foster service innovation', 'Solve problems and make decisions at managerial level', 'Leadership and People Management', 'Lead the team on each shift and ensure the company service standards are upheld', 'Plan direct hiring, training, and scheduling of food service personnel', 'Lead with service vision and foster service innovation', 'Lead team to implement changes and improvements', 'Manage cross functional and culturally diverse teams', 'Optimise workforce for service excellence', 'Conduct orientation and training', 'Conduct staff performance assessment during year-end review', 'Maximise productivity within staffs through engagement', 'Boost morale by motivating team members through capability development', 'Develop self to maintain professional competence at managerial level', 'Food and Beverage Production and Service', 'Collaborates with chefs for efficient provisioning and purchasing of supplies', 'Estimate food and beverage costs', 'Supervise portion control and quantities of preparation to minimise wastes', 'Perform frequent checks to ensure consistent high quality of preparation and service', 'Manage cost and quality controls', 'Manage site/outlet and equipment maintenance', 'Service Excellence', 'Investigate and resolve complaints concerning food quality and service', 'Enhance the customer experience and ensure customer satisfaction', 'Promote positive work environment by creating service culture', 'Maintain service quality and professional etiquette', 'Analyse service quality and customer satisfaction', 'Workplace Safety and Health', 'Conduct food and beverage hygiene audit']"
hotels,Restaurant Manager / Assistant Restaurant Manager,"['Responsibilities:', 'Maintain F&B environment\xa0', 'Ensure mis-en-plus of quality and consistency for service\xa0', 'Check\xa0Work Stations\xa0for operations\xa0', 'Ensure\xa0food\xa0served\xa0in accordance to SOPs\xa0', 'Manage\xa0quality control\xa0at store level\xa0and execute crisis management plans\xa0', 'Interact with and service F&B Customers\xa0', 'Deliver\xa0service performance\xa0and\xa0manage\xa0customers’ expectations\xa0', 'Manage\xa0productivity\xa0performance\xa0', 'Responsible for\xa0inventories\xa0and stock taking activities\xa0', 'Facilitate\xa0and maintain\xa0compliance with\xa0all\xa0legislative and regulatory requirements\xa0\xa0', 'Cover duties\xa0(both service and kitchen)\xa0when required\xa0', 'Manage site/outlet and equipment maintenance\xa0\xa0', 'Maintain\xa0Standards and Standard Operating Procedures\xa0for store operations\xa0', 'Solve problems and make decisions at\xa0managerial\xa0level\xa0', 'Generate\xa0reports and present store performance\xa0', 'Responsible for\xa0income and expenses\xa0', 'Follow F&B safety and hygiene policies and procedures\xa0', 'Conduct outlet audit to upkeep standards\xa0', 'Conduct staff performance assessment process\xa0', 'Manage training\xa0at store level\xa0', 'Handle dispute, grievances and disciplinary matters at store level\xa0', 'Administer purchasing and receiving procedures\xa0', 'Requirements:', 'GCE ‘O’/’A’ Level / Diploma', ""Great passion about service and preferably with at least 3 years' of relevant experience in F&B industry"", 'Excellent interpersonal and communications skills, able to liaise with all employees', 'Positive attitude, dedicated, committed and keen to learn', 'Highly self-motivated and a self-starter', 'You may choose to apply via jobstreet.', 'For more information, you may contact us at 97215395', 'We regret that only shortlisted applicants will be notified.']"
hotels,R&D Chef,"['Our company is looking for a R&D Chef in running the Food and Beverage Department. The successful candidate will report directly to the Directors. The Chef would be responsible for organizing, creating includes menu planning plus consistent in food presentation.', 'Job\xa0Responsibilities:', 'Responsible for making decisions of menus for the Director family corporate events', 'Have capabilities for inventing menu for food business chains', 'Working together with the R&D team for formulating and develop new products', 'Able to know-how on food preservation', 'Learning and understanding the flavour profiles for food products', 'Keep all working areas clean and tidy and ensure no cross contamination', 'Requirements:', 'We are looking for individuals\xa0who have the experience in the fine dining industry, have a solid knowledge of techniques of International food, Chinese cuisine, Pastry, etc', 'Exceptional proven ability of kitchen management', 'Diploma in Culinary skills, or its equivalent', 'Minimum 5 years relevant working experiences in high end restaurants', 'Preferably have own transport', '\xa0Suitably qualified candidates are invited to submit your detailed resume indicating qualifications, working experience, current and expected remuneration package, available commencement date, and contact number.\xa0All applications will be treated in strictest confidence and only shortlisted candidates will be notified.\xa0\xa0']"
hotels,Full Time / Part Time Service Crew,"['Spizza Pte Ltd', 'Are you ready to work in a friendly, fast-paced environment where you will meet good bosses and make good friends?', ""We're looking for Full Time & Part Time Service Crew"", 'Job Duties:', 'Greet guests promptly in a warm and friendly manner and lead them to their seats', 'Take customer orders, serve and recommend menu items', 'Perform cashering duties', 'Ensure outlet is clean and organized at all times', 'Any other duties as assigned', 'Requirements:', 'At least one to two years of relevant working experience in the F&B industry', 'Willing to work hard', 'Keen to learn and improve', 'Able to work in a fast-paced environment', 'A team player with a “can-do” attitude', 'Good communication skills', 'Able to work split-shift, weekends and public holidays', 'Singaporeans only', 'Other information:', 'Working location : Holland Village', 'Part-Timer hourly rate is from $8 to $10 per hour depending on working experience']"
hotels,Kitchen Manager / Assistant - Japanese Restaurant / Good Bonus/ up to $4K-$6K,"['Job Details', 'Perm role with comprehensive benefits (14 days AL, AWS, Performance bonus etc)', 'Well established Japanese restaurant with various location', '6 days work week, 44 hours (anything more than 44 hours considered OT Pay)', 'Responsibilities', 'Take responsibility for the business performance of the restaurant.', 'Prepare monthly report on outlet performance and profitability includes staff control, inventory, packaging, utilities & cash control.', 'Create and execute plans for sales, profit and staff development.', 'Providing exceptional customer service and setting the standards for all staffs.', 'Excellent customer service, manage customer relations and service recovery.', 'Monitor staff performance ensuring customer’s experience meets the company guideline.', 'Coach and develop discipline for all employees through ongoing feedback of performance expectations.', 'Manage supplies deliveries and inventory and maintain records of invoices.', 'Handle disciplinary issues, conducting-annual review and confirmation of staff.', 'Build team and provide effective leadership to the food and beverage teams to ensure targets are met.', 'Plan staff duty roster and cleaning duties.', 'Coordinate the entire floor and kitchen operation of the restaurant.', 'Conduct orientation and training & coach new trainees.', 'Handle daily sales collection, cashiers float and petty cash claims and control.', 'Maintain high standards of quality control, hygiene, health and safety.', 'Ensure the strict compliance by all service and kitchen staff to company’s standard operating procedures.', 'Job Requirement (s):', 'Candidate must possess at least Diploma with Hospitality or F & B Management Experience', 'At least 5 year (s) of working experience in the related field is required for this position', 'Preferably Managers specializing in Food/Beverage/Restaurant Service or equivalent', 'Proficient in Mandarin and English (in order to handle queries and concerns from Chinese speaking clients and also, to conduct orientation and training & coach new Chinese and English speaking trainees.)', 'Required Skill(s): F&B Operations, People Management, Problem Solving', 'Proficiency in Microsoft Office Applications', 'Interested applicants, please send your resume to ', '[email\xa0protected]', ' ', 'or press ""apply now""', 'Regret to inform you that only shortlisted candidates will be contacted by our consultants', 'Align Recruitment Pte Ltd (20C0253)', 'Tee Siew Mei (R1219651)']"
hotels,F&B CREW,"['Responsibilities', 'prepare the store (front-of-house and back-of house) for operations', 'provide dining-in, take-away and delivery service', 'handle hosting duties', 'handle all customer queries', 'provide excellent service experience to all customers', 'perform cashiering duties', 'handle food and beverage preparation', 'maintain and upkeep kitchen equipment', 'handle cleaning of dining area, kitchen and storage area', 'carry out stewarding duties (in the absence of a dishwasher)', 'ensure compliance to food safety, hygiene and sanitation standards according to statutory guidelines', 'ensure that policies and standard operating procedures are strictly adhered to', 'Requirements', 'secondary school education', 'working experience is not required', 'service-oriented with a pleasant disposition', 'ability to work in a fast-paced environment', 'Work location/environment', 'stores located islandwide', '5.5 days per week (able to work on weekends and public holidays)']"
